video,frame_id,timestamp,class,confidence,x1,y1,x2,y2
monkeysplaying,198,00:00:08,monkey,0.7,525,391,717,750
monkeysplaying,203,00:00:08,monkey,0.614,259,349,451,636
monkeysplaying,205,00:00:08,monkey,0.713,258,335,452,680
sillymonkey,1,00:00:00,monkey,0.585,193,395,622,695
sillymonkey,2,00:00:00,monkey,0.558,190,395,616,691
sillymonkey,4,00:00:00,monkey,0.579,223,391,637,693
sillymonkey,5,00:00:00,monkey,0.578,248,379,631,660
sillymonkey,6,00:00:00,monkey,0.544,242,370,632,649
sillymonkey,35,00:00:01,monkey,0.597,552,547,716,773
sillymonkey,77,00:00:02,monkey,0.51,398,536,719,1044
sillymonkey,83,00:00:03,monkey,0.548,283,525,670,894
sillymonkey,84,00:00:03,monkey,0.663,158,510,672,940
sillymonkey,85,00:00:03,monkey,0.613,121,509,665,974
sillymonkey,86,00:00:03,monkey,0.507,102,502,684,1003
sillymonkey,87,00:00:03,monkey,0.501,143,493,716,931
sillymonkey,88,00:00:03,monkey,0.62,175,492,709,910
sillymonkey,89,00:00:03,monkey,0.578,212,487,715,928
sillymonkey,91,00:00:03,monkey,0.543,269,483,713,897
sillymonkey,93,00:00:03,monkey,0.598,279,475,712,948
sillymonkey,94,00:00:03,monkey,0.619,269,479,711,965
sillymonkey,95,00:00:03,monkey,0.61,261,478,711,983
sillymonkey,96,00:00:03,monkey,0.684,262,476,719,999
sillymonkey,97,00:00:03,monkey,0.686,255,474,716,992
sillymonkey,98,00:00:03,monkey,0.733,262,477,710,975
sillymonkey,99,00:00:03,monkey,0.731,256,470,706,959
sillymonkey,100,00:00:03,monkey,0.685,254,471,717,935
sillymonkey,104,00:00:03,monkey,0.584,2,471,716,1280
sillymonkey,105,00:00:03,monkey,0.643,43,502,649,1106
sillymonkey,106,00:00:03,monkey,0.545,29,467,676,943
sillymonkey,107,00:00:03,monkey,0.66,42,448,689,944
sillymonkey,108,00:00:04,monkey,0.82,19,370,693,939
sillymonkey,109,00:00:04,monkey,0.821,1,317,706,951
sillymonkey,110,00:00:04,monkey,0.682,0,313,701,955
sillymonkey,111,00:00:04,monkey,0.642,0,392,668,1093
sillymonkey,117,00:00:04,monkey,0.548,381,510,679,807
sillymonkey,119,00:00:04,monkey,0.591,370,514,666,785
sillymonkey,121,00:00:04,monkey,0.543,362,515,657,789
sillymonkey,122,00:00:04,monkey,0.629,354,514,633,799
sillymonkey,125,00:00:04,monkey,0.55,358,521,592,804
sillymonkey,126,00:00:04,monkey,0.542,321,514,588,804
sillymonkey,127,00:00:04,monkey,0.754,306,521,590,800
sillymonkey,128,00:00:04,monkey,0.502,291,523,570,834
sillymonkey,130,00:00:04,monkey,0.554,296,526,551,834
sillymonkey,133,00:00:04,monkey,0.565,296,535,552,809
sillymonkey,134,00:00:04,monkey,0.525,235,527,556,802
sillymonkey,136,00:00:05,monkey,0.694,292,529,552,776
sillymonkey,137,00:00:05,monkey,0.849,271,525,554,778
sillymonkey,138,00:00:05,monkey,0.787,275,530,558,798
sillymonkey,139,00:00:05,monkey,0.888,269,532,558,797
sillymonkey,140,00:00:05,monkey,0.89,260,528,555,799
sillymonkey,141,00:00:05,monkey,0.782,234,512,554,771
sillymonkey,142,00:00:05,monkey,0.784,217,509,554,768
sillymonkey,143,00:00:05,monkey,0.771,209,508,554,751
sillymonkey,144,00:00:05,monkey,0.502,217,499,569,795
sillymonkey,145,00:00:05,monkey,0.538,195,501,557,810
sillymonkey,146,00:00:05,monkey,0.542,208,493,555,799
sillymonkey,147,00:00:05,monkey,0.521,243,498,547,778
sillymonkey,148,00:00:05,monkey,0.721,245,492,537,772
sillymonkey,150,00:00:05,monkey,0.692,256,483,552,716
sillymonkey,152,00:00:05,monkey,0.681,256,476,542,699
sillymonkey,156,00:00:05,monkey,0.503,205,467,576,727
sillymonkey,158,00:00:05,monkey,0.693,141,457,543,783
sillymonkey,167,00:00:06,monkey,0.699,195,475,561,767
sillymonkey,172,00:00:06,monkey,0.523,153,453,638,802
sillymonkey,181,00:00:06,monkey,0.732,145,488,596,869
sillymonkey,182,00:00:06,monkey,0.578,165,493,656,856
sillymonkey,183,00:00:06,monkey,0.559,143,492,670,877
sillymonkey,184,00:00:06,monkey,0.607,166,496,616,887
sillymonkey,185,00:00:06,monkey,0.568,116,500,672,890
sillymonkey,188,00:00:06,monkey,0.54,139,504,710,851
sillymonkey,190,00:00:07,monkey,0.536,124,531,695,941
sillymonkey,193,00:00:07,monkey,0.562,188,549,706,1008
sillymonkey,194,00:00:07,monkey,0.557,177,553,706,963
